Dynojet Research Inc.,
Run Name: C:\Users\Jake\Documents\Motorsports\JPDM Tunes\Dyno Files\uga 5-3-25\RunFile_039.drf,
Run Title: ,
Run Notes: ,
Run Date: 5/3/2025 5:29:23 PM,
RunFile_039.drf: 75.37 °F 28.52 in-Hg Humidity: 42 % SAE: 1.04 Average Gear Ratio: N/A,
,s,mph,hp,
,-INF,40.55,-INF,
,-INF,40.56,-INF,
,-INF,40.57,-INF,
,-INF,40.58,-INF,
,-INF,40.59,-INF,
,-INF,40.60,-INF,
,3.54,40.61,46.72,
,3.54,40.62,46.69,
,-INF,40.63,-INF,
,-INF,40.64,-INF,
,-INF,40.65,-INF,
,-INF,40.66,-INF,
,-INF,40.67,-INF,
,-INF,40.68,-INF,
,-INF,40.69,-INF,
,-INF,40.70,-INF,
,-INF,40.71,-INF,
,-INF,40.72,-INF,
,-INF,40.73,-INF,
,-INF,40.74,-INF,
,-INF,40.75,-INF,
,-INF,40.76,-INF,
,-INF,40.77,-INF,
,-INF,40.78,-INF,
,-INF,40.79,-INF,
,-INF,40.80,-INF,
,-INF,40.81,-INF,
,-INF,40.82,-INF,
,-INF,40.83,-INF,
,-INF,40.84,-INF,
,-INF,40.85,-INF,
,-INF,40.86,-INF,
,-INF,40.87,-INF,
,-INF,40.88,-INF,
,3.56,40.89,45.83,
,3.56,40.90,45.80,
,-INF,40.91,-INF,
,-INF,40.92,-INF,
,-INF,40.93,-INF,
,-INF,40.94,-INF,
,-INF,40.95,-INF,
,-INF,40.96,-INF,
,-INF,40.97,-INF,
,-INF,40.98,-INF,
,-INF,40.99,-INF,
,-INF,41.00,-INF,
,-INF,41.01,-INF,
,-INF,41.02,-INF,
,-INF,41.03,-INF,
,-INF,41.04,-INF,
,-INF,41.05,-INF,
,-INF,41.06,-INF,
,-INF,41.07,-INF,
,-INF,41.08,-INF,
,-INF,41.09,-INF,
,-INF,41.10,-INF,
,-INF,41.11,-INF,
,-INF,41.12,-INF,
,-INF,41.13,-INF,
,-INF,41.14,-INF,
,-INF,41.15,-INF,
,3.58,41.16,45.18,
,3.58,41.17,45.16,
,-INF,41.18,-INF,
,-INF,41.19,-INF,
,-INF,41.20,-INF,
,-INF,41.21,-INF,
,-INF,41.22,-INF,
,-INF,41.23,-INF,
,-INF,41.24,-INF,
,-INF,41.25,-INF,
,-INF,41.26,-INF,
,-INF,41.27,-INF,
,-INF,41.28,-INF,
,-INF,41.29,-INF,
,-INF,41.30,-INF,
,-INF,41.31,-INF,
,-INF,41.32,-INF,
,-INF,41.33,-INF,
,-INF,41.34,-INF,
,-INF,41.35,-INF,
,-INF,41.36,-INF,
,-INF,41.37,-INF,
,-INF,41.38,-INF,
,-INF,41.39,-INF,
,-INF,41.40,-INF,
,-INF,41.41,-INF,
,3.60,41.42,44.70,
,3.60,41.43,44.68,
,-INF,41.44,-INF,
,-INF,41.45,-INF,
,-INF,41.46,-INF,
,-INF,41.47,-INF,
,-INF,41.48,-INF,
,-INF,41.49,-INF,
,-INF,41.50,-INF,
,-INF,41.51,-INF,
,-INF,41.52,-INF,
,-INF,41.53,-INF,
,-INF,41.54,-INF,
,-INF,41.55,-INF,
,-INF,41.56,-INF,
,-INF,41.57,-INF,
,-INF,41.58,-INF,
,-INF,41.59,-INF,
,-INF,41.60,-INF,
,-INF,41.61,-INF,
,-INF,41.62,-INF,
,-INF,41.63,-INF,
,-INF,41.64,-INF,
,-INF,41.65,-INF,
,-INF,41.66,-INF,
,-INF,41.67,-INF,
,3.62,41.68,44.35,
,3.62,41.69,44.34,
,-INF,41.70,-INF,
,-INF,41.71,-INF,
,-INF,41.72,-INF,
,-INF,41.73,-INF,
,-INF,41.74,-INF,
,-INF,41.75,-INF,
,-INF,41.76,-INF,
,-INF,41.77,-INF,
,-INF,41.78,-INF,
,-INF,41.79,-INF,
,-INF,41.80,-INF,
,-INF,41.81,-INF,
,-INF,41.82,-INF,
,-INF,41.83,-INF,
,-INF,41.84,-INF,
,-INF,41.85,-INF,
,-INF,41.86,-INF,
,-INF,41.87,-INF,
,-INF,41.88,-INF,
,-INF,41.89,-INF,
,-INF,41.90,-INF,
,-INF,41.91,-INF,
,-INF,41.92,-INF,
,-INF,41.93,-INF,
,3.64,41.94,44.11,
,3.64,41.95,44.10,
,-INF,41.96,-INF,
,-INF,41.97,-INF,
,-INF,41.98,-INF,
,-INF,41.99,-INF,
,-INF,42.00,-INF,
,-INF,42.01,-INF,
,-INF,42.02,-INF,
,-INF,42.03,-INF,
,-INF,42.04,-INF,
,-INF,42.05,-INF,
,-INF,42.06,-INF,
,-INF,42.07,-INF,
,-INF,42.08,-INF,
,-INF,42.09,-INF,
,-INF,42.10,-INF,
,-INF,42.11,-INF,
,-INF,42.12,-INF,
,-INF,42.13,-INF,
,-INF,42.14,-INF,
,-INF,42.15,-INF,
,-INF,42.16,-INF,
,-INF,42.17,-INF,
,-INF,42.18,-INF,
,-INF,42.19,-INF,
,3.66,42.20,43.93,
,3.66,42.21,43.93,
,-INF,42.22,-INF,
,-INF,42.23,-INF,
,-INF,42.24,-INF,
,-INF,42.25,-INF,
,-INF,42.26,-INF,
,-INF,42.27,-INF,
,-INF,42.28,-INF,
,-INF,42.29,-INF,
,-INF,42.30,-INF,
,-INF,42.31,-INF,
,-INF,42.32,-INF,
,-INF,42.33,-INF,
,-INF,42.34,-INF,
,-INF,42.35,-INF,
,-INF,42.36,-INF,
,-INF,42.37,-INF,
,-INF,42.38,-INF,
,-INF,42.39,-INF,
,-INF,42.40,-INF,
,-INF,42.41,-INF,
,-INF,42.42,-INF,
,-INF,42.43,-INF,
,-INF,42.44,-INF,
,-INF,42.45,-INF,
,3.68,42.46,43.79,
,3.68,42.47,43.79,
,-INF,42.48,-INF,
,-INF,42.49,-INF,
,-INF,42.50,-INF,
,-INF,42.51,-INF,
,-INF,42.52,-INF,
,-INF,42.53,-INF,
,-INF,42.54,-INF,
,-INF,42.55,-INF,
,-INF,42.56,-INF,
,-INF,42.57,-INF,
,-INF,42.58,-INF,
,-INF,42.59,-INF,
,-INF,42.60,-INF,
,-INF,42.61,-INF,
,-INF,42.62,-INF,
,-INF,42.63,-INF,
,-INF,42.64,-INF,
,-INF,42.65,-INF,
,-INF,42.66,-INF,
,-INF,42.67,-INF,
,-INF,42.68,-INF,
,-INF,42.69,-INF,
,-INF,42.70,-INF,
,3.70,42.71,43.66,
,3.70,42.72,43.65,
,-INF,42.73,-INF,
,-INF,42.74,-INF,
,-INF,42.75,-INF,
,-INF,42.76,-INF,
,-INF,42.77,-INF,
,-INF,42.78,-INF,
,-INF,42.79,-INF,
,-INF,42.80,-INF,
,-INF,42.81,-INF,
,-INF,42.82,-INF,
,-INF,42.83,-INF,
,-INF,42.84,-INF,
,-INF,42.85,-INF,
,-INF,42.86,-INF,
,-INF,42.87,-INF,
,-INF,42.88,-INF,
,-INF,42.89,-INF,
,-INF,42.90,-INF,
,-INF,42.91,-INF,
,-INF,42.92,-INF,
,-INF,42.93,-INF,
,-INF,42.94,-INF,
,-INF,42.95,-INF,
,-INF,42.96,-INF,
,3.72,42.97,43.44,
,3.72,42.98,43.42,
,-INF,42.99,-INF,
,-INF,43.00,-INF,
,-INF,43.01,-INF,
,-INF,43.02,-INF,
,-INF,43.03,-INF,
,-INF,43.04,-INF,
,-INF,43.05,-INF,
,-INF,43.06,-INF,
,-INF,43.07,-INF,
,-INF,43.08,-INF,
,-INF,43.09,-INF,
,-INF,43.10,-INF,
,-INF,43.11,-INF,
,-INF,43.12,-INF,
,-INF,43.13,-INF,
,-INF,43.14,-INF,
,-INF,43.15,-INF,
,-INF,43.16,-INF,
,-INF,43.17,-INF,
,-INF,43.18,-INF,
,-INF,43.19,-INF,
,-INF,43.20,-INF,
,3.74,43.21,43.08,
,3.74,43.22,43.05,
,-INF,43.23,-INF,
,-INF,43.24,-INF,
,-INF,43.25,-INF,
,-INF,43.26,-INF,
,-INF,43.27,-INF,
,-INF,43.28,-INF,
,-INF,43.29,-INF,
,-INF,43.30,-INF,
,-INF,43.31,-INF,
,-INF,43.32,-INF,
,-INF,43.33,-INF,
,-INF,43.34,-INF,
,-INF,43.35,-INF,
,-INF,43.36,-INF,
,-INF,43.37,-INF,
,-INF,43.38,-INF,
,-INF,43.39,-INF,
,-INF,43.40,-INF,
,-INF,43.41,-INF,
,-INF,43.42,-INF,
,-INF,43.43,-INF,
,-INF,43.44,-INF,
,3.76,43.45,42.47,
,3.76,43.46,42.43,
,-INF,43.47,-INF,
,-INF,43.48,-INF,
,-INF,43.49,-INF,
,-INF,43.50,-INF,
,-INF,43.51,-INF,
,-INF,43.52,-INF,
,-INF,43.53,-INF,
,-INF,43.54,-INF,
,-INF,43.55,-INF,
,-INF,43.56,-INF,
,-INF,43.57,-INF,
,-INF,43.58,-INF,
,-INF,43.59,-INF,
,-INF,43.60,-INF,
,-INF,43.61,-INF,
,-INF,43.62,-INF,
,-INF,43.63,-INF,
,-INF,43.64,-INF,
,-INF,43.65,-INF,
,-INF,43.66,-INF,
,-INF,43.67,-INF,
,-INF,43.68,-INF,
,3.78,43.69,41.60,
,3.78,43.70,41.55,
,-INF,43.71,-INF,
,-INF,43.72,-INF,
,-INF,43.73,-INF,
,-INF,43.74,-INF,
,-INF,43.75,-INF,
,-INF,43.76,-INF,
,-INF,43.77,-INF,
,-INF,43.78,-INF,
,-INF,43.79,-INF,
,-INF,43.80,-INF,
,-INF,43.81,-INF,
,-INF,43.82,-INF,
,-INF,43.83,-INF,
,-INF,43.84,-INF,
,-INF,43.85,-INF,
,-INF,43.86,-INF,
,-INF,43.87,-INF,
,-INF,43.88,-INF,
,-INF,43.89,-INF,
,-INF,43.90,-INF,
,-INF,43.91,-INF,
,-INF,43.92,-INF,
,3.80,43.93,40.51,
,3.80,43.94,40.46,
,-INF,43.95,-INF,
,-INF,43.96,-INF,
,-INF,43.97,-INF,
,-INF,43.98,-INF,
,-INF,43.99,-INF,
,-INF,44.00,-INF,
,-INF,44.01,-INF,
,-INF,44.02,-INF,
,-INF,44.03,-INF,
,-INF,44.04,-INF,
,-INF,44.05,-INF,
,-INF,44.06,-INF,
,-INF,44.07,-INF,
,-INF,44.08,-INF,
,-INF,44.09,-INF,
,-INF,44.10,-INF,
,-INF,44.11,-INF,
,-INF,44.12,-INF,
,-INF,44.13,-INF,
,-INF,44.14,-INF,
,3.82,44.15,39.35,
,3.82,44.16,39.30,
,-INF,44.17,-INF,
,-INF,44.18,-INF,
,-INF,44.19,-INF,
,-INF,44.20,-INF,
,-INF,44.21,-INF,
,-INF,44.22,-INF,
,-INF,44.23,-INF,
,-INF,44.24,-INF,
,-INF,44.25,-INF,
,-INF,44.26,-INF,
,-INF,44.27,-INF,
,-INF,44.28,-INF,
,-INF,44.29,-INF,
,-INF,44.30,-INF,
,-INF,44.31,-INF,
,-INF,44.32,-INF,
,-INF,44.33,-INF,
,-INF,44.34,-INF,
,-INF,44.35,-INF,
,-INF,44.36,-INF,
,3.84,44.37,38.24,
,3.84,44.38,38.20,
,-INF,44.39,-INF,
,-INF,44.40,-INF,
,-INF,44.41,-INF,
,-INF,44.42,-INF,
,-INF,44.43,-INF,
,-INF,44.44,-INF,
,-INF,44.45,-INF,
,-INF,44.46,-INF,
,-INF,44.47,-INF,
,-INF,44.48,-INF,
,-INF,44.49,-INF,
,-INF,44.50,-INF,
,-INF,44.51,-INF,
,-INF,44.52,-INF,
,-INF,44.53,-INF,
,-INF,44.54,-INF,
,-INF,44.55,-INF,
,-INF,44.56,-INF,
,-INF,44.57,-INF,
,-INF,44.58,-INF,
,3.86,44.59,37.32,
,3.86,44.60,37.28,
,-INF,44.61,-INF,
,-INF,44.62,-INF,
,-INF,44.63,-INF,
,-INF,44.64,-INF,
,-INF,44.65,-INF,
,-INF,44.66,-INF,
,-INF,44.67,-INF,
,-INF,44.68,-INF,
,-INF,44.69,-INF,
,-INF,44.70,-INF,
,-INF,44.71,-INF,
,-INF,44.72,-INF,
,-INF,44.73,-INF,
,-INF,44.74,-INF,
,-INF,44.75,-INF,
,-INF,44.76,-INF,
,-INF,44.77,-INF,
,-INF,44.78,-INF,
,-INF,44.79,-INF,
,3.88,44.80,36.61,
,3.88,44.81,36.58,
,-INF,44.82,-INF,
,-INF,44.83,-INF,
,-INF,44.84,-INF,
,-INF,44.85,-INF,
,-INF,44.86,-INF,
,-INF,44.87,-INF,
,-INF,44.88,-INF,
,-INF,44.89,-INF,
,-INF,44.90,-INF,
,-INF,44.91,-INF,
,-INF,44.92,-INF,
,-INF,44.93,-INF,
,-INF,44.94,-INF,
,-INF,44.95,-INF,
,-INF,44.96,-INF,
,3.90,44.97,36.05,
,3.90,44.98,36.01,
,-INF,44.99,-INF,
,-INF,45.00,-INF,
,-INF,45.01,-INF,
,-INF,45.02,-INF,
,-INF,45.03,-INF,
,-INF,45.04,-INF,
,-INF,45.05,-INF,
,-INF,45.06,-INF,
,-INF,45.07,-INF,
,-INF,45.08,-INF,
,-INF,45.09,-INF,
,-INF,45.10,-INF,
,-INF,45.11,-INF,
,-INF,45.12,-INF,
,-INF,45.13,-INF,
,3.92,45.14,35.37,
,3.92,45.15,35.31,
,-INF,45.16,-INF,
,-INF,45.17,-INF,
,-INF,45.18,-INF,
,-INF,45.19,-INF,
,-INF,45.20,-INF,
,-INF,45.21,-INF,
,-INF,45.22,-INF,
,-INF,45.23,-INF,
,-INF,45.24,-INF,
,-INF,45.25,-INF,
,-INF,45.26,-INF,
,-INF,45.27,-INF,
,-INF,45.28,-INF,
,-INF,45.29,-INF,
,-INF,45.30,-INF,
,-INF,45.31,-INF,
,3.94,45.32,34.16,
,3.94,45.33,34.06,
,-INF,45.34,-INF,
,-INF,45.35,-INF,
,-INF,45.36,-INF,
,-INF,45.37,-INF,
,-INF,45.38,-INF,
,-INF,45.39,-INF,
,-INF,45.40,-INF,
,-INF,45.41,-INF,
,-INF,45.42,-INF,
,-INF,45.43,-INF,
,-INF,45.44,-INF,
,-INF,45.45,-INF,
,-INF,45.46,-INF,
,-INF,45.47,-INF,
,-INF,45.48,-INF,
,-INF,45.49,-INF,
,-INF,45.50,-INF,
,3.96,45.51,32.22,
,3.96,45.52,32.07,
,-INF,45.53,-INF,
,-INF,45.54,-INF,
,-INF,45.55,-INF,
,-INF,45.56,-INF,
,-INF,45.57,-INF,
,-INF,45.58,-INF,
,-INF,45.59,-INF,
,-INF,45.60,-INF,
,-INF,45.61,-INF,
,-INF,45.62,-INF,
,-INF,45.63,-INF,
,-INF,45.64,-INF,
,-INF,45.65,-INF,
,-INF,45.66,-INF,
,-INF,45.67,-INF,
,-INF,45.68,-INF,
,-INF,45.69,-INF,
,3.98,45.70,29.45,
,3.98,45.71,29.26,
,-INF,45.72,-INF,
,-INF,45.73,-INF,
,-INF,45.74,-INF,
,-INF,45.75,-INF,
,-INF,45.76,-INF,
,-INF,45.77,-INF,
,-INF,45.78,-INF,
,-INF,45.79,-INF,
,-INF,45.80,-INF,
,-INF,45.81,-INF,
,-INF,45.82,-INF,
,-INF,45.83,-INF,
,-INF,45.84,-INF,
,-INF,45.85,-INF,
,-INF,45.86,-INF,
,-INF,45.87,-INF,
,-INF,45.88,-INF,
,-INF,45.89,-INF,
,4.00,45.90,25.65,
,4.00,45.91,25.40,
,-INF,45.92,-INF,
,-INF,45.93,-INF,
,-INF,45.94,-INF,
,-INF,45.95,-INF,
,-INF,45.96,-INF,
,-INF,45.97,-INF,
,-INF,45.98,-INF,
,-INF,45.99,-INF,
,-INF,46.00,-INF,
,-INF,46.01,-INF,
,-INF,46.02,-INF,
,-INF,46.03,-INF,
,-INF,46.04,-INF,
,-INF,46.05,-INF,
,4.02,46.06,21.52,
,4.02,46.07,21.02,
,-INF,46.08,-INF,
,-INF,46.09,-INF,
,-INF,46.10,-INF,
,-INF,46.11,-INF,
,-INF,46.12,-INF,
,-INF,46.13,-INF,
,4.04,46.14,17.61,
,4.04,46.15,17.24,
,-INF,46.16,-INF,
,-INF,46.17,-INF,
,-INF,46.18,-INF,
,-INF,46.19,-INF,
,-INF,46.20,-INF,
,-INF,46.21,-INF,
,4.06,46.22,14.86,
,4.06,46.23,14.72,
,-INF,46.24,-INF,
,-INF,46.25,-INF,
,-INF,46.26,-INF,
,-INF,46.27,-INF,
,-INF,46.28,-INF,
,4.10,46.29,14.98,
,-INF,46.28,-INF,
,4.13,46.27,20.37,
,4.14,46.26,24.05,
,4.14,46.27,25.02,
,-INF,46.28,-INF,
,-INF,46.29,-INF,
,-INF,46.30,-INF,
,-INF,46.31,-INF,
,-INF,46.32,-INF,
,-INF,46.33,-INF,
,-INF,46.34,-INF,
,-INF,46.35,-INF,
,-INF,46.36,-INF,
,4.16,46.37,31.57,
,4.16,46.38,31.83,
,-INF,46.39,-INF,
,-INF,46.40,-INF,
,-INF,46.41,-INF,
,-INF,46.42,-INF,
,-INF,46.43,-INF,
,-INF,46.44,-INF,
,-INF,46.45,-INF,
,-INF,46.46,-INF,
,-INF,46.47,-INF,
,-INF,46.48,-INF,
,-INF,46.49,-INF,
,-INF,46.50,-INF,
,-INF,46.51,-INF,
,-INF,46.52,-INF,
,-INF,46.53,-INF,
,-INF,46.54,-INF,
,-INF,46.55,-INF,
,-INF,46.56,-INF,
,-INF,46.57,-INF,
,-INF,46.58,-INF,
,-INF,46.59,-INF,
,-INF,46.60,-INF,
,-INF,46.61,-INF,
,-INF,46.62,-INF,
,-INF,46.63,-INF,
,-INF,46.64,-INF,
,-INF,46.65,-INF,
,4.18,46.66,39.05,
,4.18,46.67,39.30,
,-INF,46.68,-INF,
,-INF,46.69,-INF,
,-INF,46.70,-INF,
,-INF,46.71,-INF,
,-INF,46.72,-INF,
,-INF,46.73,-INF,
,-INF,46.74,-INF,
,-INF,46.75,-INF,
,-INF,46.76,-INF,
,-INF,46.77,-INF,
,-INF,46.78,-INF,
,-INF,46.79,-INF,
,-INF,46.80,-INF,
,-INF,46.81,-INF,
,-INF,46.82,-INF,
,-INF,46.83,-INF,
,-INF,46.84,-INF,
,-INF,46.85,-INF,
,-INF,46.86,-INF,
,-INF,46.87,-INF,
,-INF,46.88,-INF,
,-INF,46.89,-INF,
,-INF,46.90,-INF,
,-INF,46.91,-INF,
,-INF,46.92,-INF,
,-INF,46.93,-INF,
,-INF,46.94,-INF,
,4.20,46.95,46.08,
,4.20,46.96,46.28,
,-INF,46.97,-INF,
,-INF,46.98,-INF,
,-INF,46.99,-INF,
,-INF,47.00,-INF,
,-INF,47.01,-INF,
,-INF,47.02,-INF,
,-INF,47.03,-INF,
,-INF,47.04,-INF,
,-INF,47.05,-INF,
,-INF,47.06,-INF,
,-INF,47.07,-INF,
,-INF,47.08,-INF,
,-INF,47.09,-INF,
,-INF,47.10,-INF,
,-INF,47.11,-INF,
,-INF,47.12,-INF,
,-INF,47.13,-INF,
,-INF,47.14,-INF,
,-INF,47.15,-INF,
,-INF,47.16,-INF,
,-INF,47.17,-INF,
,-INF,47.18,-INF,
,-INF,47.19,-INF,
,-INF,47.20,-INF,
,-INF,47.21,-INF,
,-INF,47.22,-INF,
,-INF,47.23,-INF,
,-INF,47.24,-INF,
,4.22,47.25,52.02,
,4.22,47.26,52.15,
,-INF,47.27,-INF,
,-INF,47.28,-INF,
,-INF,47.29,-INF,
,-INF,47.30,-INF,
,-INF,47.31,-INF,
,-INF,47.32,-INF,
,-INF,47.33,-INF,
,-INF,47.34,-INF,
,-INF,47.35,-INF,
,-INF,47.36,-INF,
,-INF,47.37,-INF,
,-INF,47.38,-INF,
,-INF,47.39,-INF,
,-INF,47.40,-INF,
,-INF,47.41,-INF,
,-INF,47.42,-INF,
,-INF,47.43,-INF,
,-INF,47.44,-INF,
,-INF,47.45,-INF,
,-INF,47.46,-INF,
,-INF,47.47,-INF,
,-INF,47.48,-INF,
,-INF,47.49,-INF,
,-INF,47.50,-INF,
,-INF,47.51,-INF,
,-INF,47.52,-INF,
,-INF,47.53,-INF,
,-INF,47.54,-INF,
,-INF,47.55,-INF,
,4.24,47.56,56.02,
,4.24,47.57,56.09,
,-INF,47.58,-INF,
,-INF,47.59,-INF,
,-INF,47.60,-INF,
,-INF,47.61,-INF,
,-INF,47.62,-INF,
,-INF,47.63,-INF,
,-INF,47.64,-INF,
,-INF,47.65,-INF,
,-INF,47.66,-INF,
,-INF,47.67,-INF,
,-INF,47.68,-INF,
,-INF,47.69,-INF,
,-INF,47.70,-INF,
,-INF,47.71,-INF,
,-INF,47.72,-INF,
,-INF,47.73,-INF,
,-INF,47.74,-INF,
,-INF,47.75,-INF,
,-INF,47.76,-INF,
,-INF,47.77,-INF,
,-INF,47.78,-INF,
,-INF,47.79,-INF,
,-INF,47.80,-INF,
,-INF,47.81,-INF,
,-INF,47.82,-INF,
,-INF,47.83,-INF,
,-INF,47.84,-INF,
,-INF,47.85,-INF,
,-INF,47.86,-INF,
,-INF,47.87,-INF,
,4.26,47.88,58.25,
,4.26,47.89,58.27,
,-INF,47.90,-INF,
,-INF,47.91,-INF,
,-INF,47.92,-INF,
,-INF,47.93,-INF,
,-INF,47.94,-INF,
,-INF,47.95,-INF,
,-INF,47.96,-INF,
,-INF,47.97,-INF,
,-INF,47.98,-INF,
,-INF,47.99,-INF,
,-INF,48.00,-INF,
,-INF,48.01,-INF,
,-INF,48.02,-INF,
,-INF,48.03,-INF,
,-INF,48.04,-INF,
,-INF,48.05,-INF,
,-INF,48.06,-INF,
,-INF,48.07,-INF,
,-INF,48.08,-INF,
,-INF,48.09,-INF,
,-INF,48.10,-INF,
,-INF,48.11,-INF,
,-INF,48.12,-INF,
,-INF,48.13,-INF,
,-INF,48.14,-INF,
,-INF,48.15,-INF,
,-INF,48.16,-INF,
,-INF,48.17,-INF,
,-INF,48.18,-INF,
,-INF,48.19,-INF,
,4.28,48.20,58.78,
,4.28,48.21,58.76,
,-INF,48.22,-INF,
,-INF,48.23,-INF,
,-INF,48.24,-INF,
,-INF,48.25,-INF,
,-INF,48.26,-INF,
,-INF,48.27,-INF,
,-INF,48.28,-INF,
,-INF,48.29,-INF,
,-INF,48.30,-INF,
,-INF,48.31,-INF,
,-INF,48.32,-INF,
,-INF,48.33,-INF,
,-INF,48.34,-INF,
,-INF,48.35,-INF,
,-INF,48.36,-INF,
,-INF,48.37,-INF,
,-INF,48.38,-INF,
,-INF,48.39,-INF,
,-INF,48.40,-INF,
,-INF,48.41,-INF,
,-INF,48.42,-INF,
,-INF,48.43,-INF,
,-INF,48.44,-INF,
,-INF,48.45,-INF,
,-INF,48.46,-INF,
,-INF,48.47,-INF,
,-INF,48.48,-INF,
,4.30,48.49,58.06,
,4.30,48.50,58.01,
,-INF,48.51,-INF,
,-INF,48.52,-INF,
,-INF,48.53,-INF,
,-INF,48.54,-INF,
,-INF,48.55,-INF,
,-INF,48.56,-INF,
,-INF,48.57,-INF,
,-INF,48.58,-INF,
,-INF,48.59,-INF,
,-INF,48.60,-INF,
,-INF,48.61,-INF,
,-INF,48.62,-INF,
,-INF,48.63,-INF,
,-INF,48.64,-INF,
,-INF,48.65,-INF,
,-INF,48.66,-INF,
,-INF,48.67,-INF,
,-INF,48.68,-INF,
,-INF,48.69,-INF,
,-INF,48.70,-INF,
,-INF,48.71,-INF,
,-INF,48.72,-INF,
,-INF,48.73,-INF,
,-INF,48.74,-INF,
,-INF,48.75,-INF,
,-INF,48.76,-INF,
,4.32,48.77,56.58,
,4.32,48.78,56.52,
,-INF,48.79,-INF,
,-INF,48.80,-INF,
,-INF,48.81,-INF,
,-INF,48.82,-INF,
,-INF,48.83,-INF,
,-INF,48.84,-INF,
,-INF,48.85,-INF,
,-INF,48.86,-INF,
,-INF,48.87,-INF,
,-INF,48.88,-INF,
,-INF,48.89,-INF,
,-INF,48.90,-INF,
,-INF,48.91,-INF,
,-INF,48.92,-INF,
,-INF,48.93,-INF,
,-INF,48.94,-INF,
,-INF,48.95,-INF,
,-INF,48.96,-INF,
,-INF,48.97,-INF,
,-INF,48.98,-INF,
,-INF,48.99,-INF,
,-INF,49.00,-INF,
,-INF,49.01,-INF,
,-INF,49.02,-INF,
,-INF,49.03,-INF,
,4.34,49.04,54.91,
,4.34,49.05,54.85,
,-INF,49.06,-INF,
,-INF,49.07,-INF,
,-INF,49.08,-INF,
,-INF,49.09,-INF,
,-INF,49.10,-INF,
,-INF,49.11,-INF,
,-INF,49.12,-INF,
,-INF,49.13,-INF,
,-INF,49.14,-INF,
,-INF,49.15,-INF,
,-INF,49.16,-INF,
,-INF,49.17,-INF,
,-INF,49.18,-INF,
,-INF,49.19,-INF,
,-INF,49.20,-INF,
,-INF,49.21,-INF,
,-INF,49.22,-INF,
,-INF,49.23,-INF,
,-INF,49.24,-INF,
,-INF,49.25,-INF,
,-INF,49.26,-INF,
,-INF,49.27,-INF,
,-INF,49.28,-INF,
,-INF,49.29,-INF,
,-INF,49.30,-INF,
,4.36,49.31,53.31,
,4.36,49.32,53.26,
,-INF,49.33,-INF,
,-INF,49.34,-INF,
,-INF,49.35,-INF,
,-INF,49.36,-INF,
,-INF,49.37,-INF,
,-INF,49.38,-INF,
,-INF,49.39,-INF,
,-INF,49.40,-INF,
,-INF,49.41,-INF,
,-INF,49.42,-INF,
,-INF,49.43,-INF,
,-INF,49.44,-INF,
,-INF,49.45,-INF,
,-INF,49.46,-INF,
,-INF,49.47,-INF,
,-INF,49.48,-INF,
,-INF,49.49,-INF,
,-INF,49.50,-INF,
,-INF,49.51,-INF,
,-INF,49.52,-INF,
,-INF,49.53,-INF,
,-INF,49.54,-INF,
,-INF,49.55,-INF,
,-INF,49.56,-INF,
,4.38,49.57,52.03,
,4.38,49.58,52.00,
,-INF,49.59,-INF,
,-INF,49.60,-INF,
,-INF,49.61,-INF,
,-INF,49.62,-INF,
,-INF,49.63,-INF,
,-INF,49.64,-INF,
,-INF,49.65,-INF,
,-INF,49.66,-INF,
,-INF,49.67,-INF,
,-INF,49.68,-INF,
,-INF,49.69,-INF,
,-INF,49.70,-INF,
,-INF,49.71,-INF,
,-INF,49.72,-INF,
,-INF,49.73,-INF,
,-INF,49.74,-INF,
,-INF,49.75,-INF,
,-INF,49.76,-INF,
,-INF,49.77,-INF,
,-INF,49.78,-INF,
,-INF,49.79,-INF,
,-INF,49.80,-INF,
,-INF,49.81,-INF,
,-INF,49.82,-INF,
,4.40,49.83,51.13,
,4.40,49.84,51.11,
,-INF,49.85,-INF,
,-INF,49.86,-INF,
,-INF,49.87,-INF,
,-INF,49.88,-INF,
,-INF,49.89,-INF,
,-INF,49.90,-INF,
,-INF,49.91,-INF,
,-INF,49.92,-INF,
,-INF,49.93,-INF,
,-INF,49.94,-INF,
,-INF,49.95,-INF,
,-INF,49.96,-INF,
,-INF,49.97,-INF,
,-INF,49.98,-INF,
,-INF,49.99,-INF,
,-INF,50.00,-INF,
,-INF,50.01,-INF,
,-INF,50.02,-INF,
,-INF,50.03,-INF,
,-INF,50.04,-INF,
,-INF,50.05,-INF,
,-INF,50.06,-INF,
,-INF,50.07,-INF,
,-INF,50.08,-INF,
,4.42,50.09,50.56,
,4.42,50.10,50.55,
,-INF,50.11,-INF,
,-INF,50.12,-INF,
,-INF,50.13,-INF,
,-INF,50.14,-INF,
,-INF,50.15,-INF,
,-INF,50.16,-INF,
,-INF,50.17,-INF,
,-INF,50.18,-INF,
,-INF,50.19,-INF,
,-INF,50.20,-INF,
,-INF,50.21,-INF,
,-INF,50.22,-INF,
,-INF,50.23,-INF,
,-INF,50.24,-INF,
,-INF,50.25,-INF,
,-INF,50.26,-INF,
,-INF,50.27,-INF,
,-INF,50.28,-INF,
,-INF,50.29,-INF,
,-INF,50.30,-INF,
,-INF,50.31,-INF,
,-INF,50.32,-INF,
,4.44,50.33,50.24,
,4.44,50.34,50.23,
